address,property_overview,price,property_url,purpose,property_description,num_bath_rooms,num_bed_rooms,area,cctv-security-amenity,parking-spaces-amenity,elevators-in-building-amenity,broadband-internet-amenity,maintenance-staff-amenity,building_type,building_nature,flooring-amenity,balcony-or-terrace-amenity,city,locality,address_1
"Mymensingh Sadar,Mymensingh,Mymensingh Sadar,Mymensingh,আকুয়া,ওয়ারলেস,দক্ষিণ খালপাড়","Assalamu Alaikum, , House will be extended (family), ----1 Bed Room, --1 Drawing/Drying Room, --1 Washroom (Adjust), - 1 Kitchen, Rent-- 4500, ★ House environment is very noisy - Free, bike parking is available due to the new house, cylinder gas must be used and there is a separate drinking water facility... Address: Akua, Worless, Dakshin Khalpar (next to Omar Masjid)",450000,https://www.thetolet.com/en/mymensingh/mymensingh-sadar/6726/family-house-tolet-from-october,Rent,Family House Tolet From October ,1,1,0,,,,,,Apartment,Residential,,,,,"Mymensingh Sadar,Mymensingh,Mymensingh Sadar,Mymensingh,আকুয়া,ওয়ারলেস,দক্ষিণ খালপাড়"
"Munshiganj Sadar,Munshiganj,Munshiganj Sadar,Munshiganj,মানিকপুর (সদর হসপিটাল রোড)","Manikpur (Sadar Hospital Road) flat house for rent from October., 2 bed room, 1 dining room, 1 balcony.",0,https://www.thetolet.com/en/munshiganj/munshiganj-sadar/6728/family-house-tolet-from-october,Rent,Family House Tolet From October ,1,2,0,,,,,,Apartment,Residential,,,,,"Munshiganj Sadar,Munshiganj,Munshiganj Sadar,Munshiganj,মানিকপুর (সদর হসপিটাল রোড)"
"Gazipur Sadar,Gazipur,Gazipur Sadar,Gazipur,শিমুলতলী","Location : Shimultali (newly constructed 6 floor building on the left side of Maubag Mosque), Room details (5th Floor) : Two rooms, one/two balconies, two bathrooms, dining - drawing, kitchen. Fully tiled, central LPG gas; Dis, Internet and intercom line consoles; Boundary on all sides; COMPLETELY NEW HOUSE WITH SECURITY GUARD AND OPEN ROOFTOP ENVIRONMENT.RENT: NEGOTIABLE",0,https://www.thetolet.com/en/gazipur/gazipur-sadar/6729/family-house-tolet-from-october,Rent,Family House Tolet From October ,2,2,0,,,,,,Apartment,Residential,,,Gazipur,,"Gazipur Sadar,Gazipur Sadar,শিমুলতলী"
"Netrakona Sadar Upazilla,Netrokona,Netrakona Sadar Upazilla,Netrokona,উত্তর সাতপাই বি,এ,ডি,সি গেইট সংলগ্ন","HALF BUILDING,, STUDENT SEATS AVAILABLE., GAS, CURRENT, WI-FI BILL Tk 750., BED, FAN PROVIDED., COMMUNICATION-NORTH SATPAI, NEAR BA, A, D, C GATE., NADIR PAR.",75000,https://www.thetolet.com/en/netrokona/netrakona-sadar-upazilla/6731/bachelor-house-tolet-from-october,Rent,Bachelor House Tolet From October ,1,1,0,,,,,,Apartment,Residential,,,,,"Netrakona Sadar Upazilla,Netrokona,Netrakona Sadar Upazilla,Netrokona,উত্তর সাতপাই বি,এ,ডি,সি গেইট সংলগ্ন"
"Vatara,Dhaka,Vatara,Dhaka,শহীদ আব্দুল আজিজ রোড,জগন্নাথপুর","A flat house will be sub-let for rent from current month-September-2022. (Only for female), # bed room +ateast toilet and balcony. , Facilities:, Lots of light and air, Spacious drawing + dining room, Lift, Light, Fan, Fridge, Stove, , Address- Shaheed Abdul Aziz Road, Jagannathpur, Bhatara, Dhaka, (adjacent to Bashundhara residential area)",0,https://www.thetolet.com/en/dhaka/vatara/6732/bachelor-house-tolet-from-september,Rent,Bachelor House Tolet From September ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,,"Vatara,Vatara,শহীদ আব্দুল আজিজ রোড,জগন্নাথপুর"
"Bashundhara R.A,Dhaka,Bashundhara R.A,Dhaka,সাউথ কুড়িল,বসুন্ধরা","#Sub-let, from 1st October 1 room sublet in family house will be given only for working girls/students. Two people can live together if they want., 3 floors, full tiles, 1 bath, 1 balcony, living + dining., Location: South Kuril, Bashundhara (Opposite Yamuna Future Park., Rent: 7000 (all inclusive). Sharing (Tk 4200)",700000,https://www.thetolet.com/en/dhaka/bashundhara-r-a/6733/sublet-room-tolet-from-october,Rent,Sublet Room Tolet From October ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,Bashundhara R.A,"সাউথ কুড়িল,বসুন্ধরা"
"Uttara,Dhaka,Uttara,Dhaka,Sector 9,3E Road","To-let, from September or october, 1 seat available for bachelor male, attached bath balkuny, high comode, front side room, 4th floor, no lift., Rent 4250+utility, Uttara, sector 9, 3E road",425000,https://www.thetolet.com/en/dhaka/uttara/6735/bachelor-house-tolet-from-september,Rent,Bachelor House Tolet From September ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,Uttara,"Sector 9,3E Road"
"Uttara,Dhaka,Uttara,Dhaka,বাসা ৪০৪ সেক্টর -০৮ পল্লী কানুন স্টাফ কোয়ার্টার","The house will be rented in a beautiful environment , For Husband wife / Female Student / Employed., One room in flat house will be rented., House 404 Sector-08 Palli Kanun Staff Quarters, Uttara Te., House rent includes all utility bills., Facilities:, Gas on line, Water, Attached Bath, Balcony, 24 Hours Doorman, Fully Tiled House, Adequate Light and Air, 4th Floor, 2 Minutes Walk From Polwell Carnation Shopping Center",0,https://www.thetolet.com/en/dhaka/uttara/6736/bachelor-house-tolet-from-october,Rent,Bachelor House Tolet From October ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,Uttara,বাসা ৪০৪ সেক্টর -০৮ পল্লী কানুন স্টাফ কোয়ার্টার
"Farmgate,Dhaka,Farmgate,Dhaka,৮৪,ইন্দিরা রোড খামারবাড়ি","This room for 3 persons will be rented from October. Open and quiet environment, the room has light and air., * 2nd floor (fully tiled flat). (included)., * Full room will be rented, single seat will not be., * One washroom for 2 rooms. , Location: 84, Indira Road Khamarbari, Farmgate.",0,https://www.thetolet.com/en/dhaka/farmgate/6738/bachelor-house-tolet-from-october,Rent,Bachelor House Tolet From October ,1,1,0,,,,,,Apartment,Residential,,,Dhaka,,"Farmgate,Farmgate,৮৪,ইন্দিরা রোড খামারবাড়ি"
"Mohammadpur,Dhaka,Mohammadpur,Dhaka,বাড়ি : ১০৮ শেখেরটের ০৮,কাঁচা বাজার সংলগ্ন","Flat for rent with 3 beds, 3 toilets, drawing, dining and kitchen on the 7th floor of an 8 storied house of around 1400 sq ft in a pleasant environment. There is a lift All types of bills are different Gas prepaid meter system. Rent only 18000 taka, service charge only 2500 taka , Address : House : 108' Shekherot 08, Adjacent to Kacha Bazar",1800000,https://www.thetolet.com/en/dhaka/mohammadpur/6739/family-house-tolet-from-october,Rent,Family House Tolet From October ,3,3,0,,,,,,Apartment,Residential,,,Dhaka,Mohammadpur,"বাড়ি : ১০৮ শেখেরটের ০৮,কাঁচা বাজার সংলগ্ন"
"Bashundhara R.A,Dhaka,Bashundhara R.A,Dhaka,Bashundhara R/A","1 & 2 Room Furnished Serviced Apartment RENT in Bashundhara.Short-Term Rentals with Kitchen, TV, Refrigerator, Wifi, Microwave oven, A/C.,  ,  ,  , .,  ,  ,  , Facilities Available :,  ,  ,  , >Grocery Shop, BBQ corner,  ,  ,  , >Swimming Pool, Theatre room,  ,  ,  , >Gym with 24/7 and Jogging track,  ,  ,  , >Daily Room & Bathroom Cleaning,  ,  ,  , >Multi-purpose Hall Room With Full AC,  ,  ,  , >Steam Bath, Thermal massager,  ,  ,  , >Landscape With Sitting Arrangement,  ,  ,  , .,  ,  ,  , Click to see Studio One Room: https://www.hotels.com.bd/one-room,  ,  ,  , Click to see Studio Two Room: https://www.hotels.com.bd/two-room,  ,  ,  , .,  ,  ,  , Contact For Booking:,  ,  ,  , 88 01712553547,  ,  ,  , 88 01921096842,  ,  ,  , 88 01921096846",3500000,https://www.thetolet.com/en/dhaka/bashundhara-r-a/6740/family-house-tolet-from-september,Rent,Family House Tolet From September ,1,1,375,,,,,,Apartment,Residential,Yes,Yes,Dhaka,Bashundhara R.A,Bashundhara R/A
"2nd Phase,14,72,Sonadanga,Khulna,2nd Phase,14,72,Sonadanga,Khulna,Sonadanga Residential Area 2nd Phase",4 and 2 nd floor will be rented,900000,https://www.thetolet.com/en/khulna/sonadanga/6742/family-house-tolet-from-september,Rent,Family House Tolet From September ,2,2,750,,,,,,Apartment,Residential,Yes,Yes,,,"2Nd Phase,14,72,Sonadanga,Khulna,2Nd Phase,14,72,Sonadanga,Khulna,Sonadanga Residential Area 2Nd Phase"
"New Eskaton,Diluroad,Moghbazar,Dhaka,New Eskaton,Diluroad,Moghbazar,Dhaka,Diluroad,New Eskaton","Hello,, Seeking tenants for this family home in Eskaton., The ground floor is currently available with a floor space of approximately 2500 square feet., The floor features 3 bedrooms and baths with large open verandas. It also has access to a back garden. All utility connections are dedicated., There are security gates inside the property in addition to the 2 main gates. Security is maintained 24/7 and there are plenty of lights that remain turned on through the night., The rent is expected at 40,000 but is subject to change after negotiation.",4000000,https://www.thetolet.com/en/dhaka/moghbazar/6744/family-house-tolet-from-october,Rent,Family House Tolet From October ,3,3,2500,,,,,,Apartment,Residential,Yes,Yes,Dhaka,,"New Eskaton,Diluroad,Moghbazar,New Eskaton,Diluroad,Moghbazar,Diluroad,New Eskaton"
"Rajshahi Sadar,Rajshahi,Rajshahi Sadar,Rajshahi,ঠিকানাঃপারিজাত আবাসিক এলাকা ( পদ্মা আবাসিক লেক এর ২ নম্বর রোড) রোড নংঃ ০২,বাসা নংঃ ৩৯,(৩য় তলা)","Flat for rent, (marble floor with good quality fittings, wall furniture), 3 rooms, 2 bathrooms, drawing dining, lift, AC & IPS connection in all rooms, garage",1500000,https://www.thetolet.com/en/rajshahi/rajshahi-sadar/6746/family-house-tolet-from-october,Rent,Family House Tolet From October ,2,3,0,,,,,,Apartment,Residential,,,,,"Rajshahi Sadar,Rajshahi,Rajshahi Sadar,Rajshahi,ঠিকানাঃপারিজাত আবাসিক এলাকা ( পদ্মা আবাসিক লেক এর ২ নম্বর রোড) রোড নংঃ ০২,বাসা নংঃ ৩৯,(৩য় তলা)"
"Rajshahi Sadar,Rajshahi,Rajshahi Sadar,Rajshahi,লোকেশন : লক্ষ্মীপুর ভাটাপাড়া আপেল ডেকোরেটরের মোড়","#HOUSING TO BE RENTED (FAMILY ONLY), -SECOND FLOOR OF FOUR STORY HOUSE, , ~HOUSE DETAILS: , - 2 BEDROOMS, - 1 DINING SPACE, - 1 KITCHEN, - 2 BATHROOMS, - 1 BALCONY, ~ FULLY TILED, , ~ SEPARATE Current Meter, ~ Water Supply (Submersible)",800000,https://www.thetolet.com/en/rajshahi/rajshahi-sadar/6747/family-house-tolet-from-october,Rent,Family House Tolet From October ,2,2,0,,,,,,Apartment,Residential,,,,,"Rajshahi Sadar,Rajshahi,Rajshahi Sadar,Rajshahi,লোকেশন : লক্ষ্মীপুর ভাটাপাড়া আপেল ডেকোরেটরের মোড়"
"Rajshahi Sadar,Rajshahi,Rajshahi Sadar,Rajshahi,লোকেশন : সরকারি হেলেনাবাদ স্কুলের কাছে।",Assalamu Alaikum student residence seats are vacant and one room on top floor will be given for rent.,0,https://www.thetolet.com/en/rajshahi/rajshahi-sadar/6748/bachelor-house-tolet-from-october,Rent,Bachelor House Tolet From October ,1,1,0,,,,,,Apartment,Residential,,,,,"Rajshahi Sadar,Rajshahi,Rajshahi Sadar,Rajshahi,লোকেশন : সরকারি হেলেনাবাদ স্কুলের কাছে।"
"Gazipur Sadar,Gazipur,Gazipur Sadar,Gazipur,Mokterbari Road,Near Al-modina MOSQUE","To-Let, From October 01, 2022, Flat Details:, Total Room: 02, Bed: 01, Drawing+Dining : 01, Floor: 4rd floor., Location: Mokterbari Road, Near al-modina MOSQUE., '' Small flat for small family"", Monthly Rent: , BDT-5500+ Utility Bill (BDT- 890+Electricity bill (pre-paid card))",550000,https://www.thetolet.com/en/gazipur/gazipur-sadar/6751/family-house-tolet-from-october,Rent,Family House Tolet From October ,1,1,0,,,,,,Apartment,Residential,,,Gazipur,,"Gazipur Sadar,Gazipur Sadar,Mokterbari Road,Near Al-Modina Mosque"
"Tongi,Gazipur,Tongi,Gazipur,অভিযান ২২২,কলেজ রোড,টঙ্গী কলেজ গেইট","Employed roommate is required., #Flat house will need a roommate from November., #House has 24 hours gas, water, fridge, wifi, electricity facilities., #Tiles_house_ on fourth _floor., #Room has attest bathroom and balcony. , #Address: Abhiyan 222, College Road, Tongi College Gate., Advance: Tk 2600, Room Rent: Tk 2600.",260000,https://www.thetolet.com/en/gazipur/tongi/6752/bachelor-house-tolet-from-november,Rent,Bachelor House Tolet From November ,1,1,0,,,,,,Apartment,Residential,,,Gazipur,,"Tongi,Tongi,অভিযান ২২২,কলেজ রোড,টঙ্গী কলেজ গেইট"
"Gopalganj Sadar,Gopalganj,Gopalganj Sadar,Gopalganj,সোনাকুড়ে","2 seats are vacant in a flat house in Sonakure. 1 seat in 1 room on 2nd floor and 1 seat in 1 room on 3rd floor The house has CCTV cameras, you will get complete security, there is WiFi facility, quality water, quiet environment. The whole house is very beautiful with tiles. , per seat fare 1500 taka. , the university has extra facilities for students.",150000,https://www.thetolet.com/en/gopalganj/gopalganj-sadar/6754/bachelor-house-tolet-from-october,Rent,Bachelor House Tolet From October ,1,1,0,,,,,,Apartment,Residential,,,,,"Gopalganj Sadar,Gopalganj,Gopalganj Sadar,Gopalganj,সোনাকুড়ে"
"Kishoreganj Sadar,Kishoreganj,Kishoreganj Sadar,Kishoreganj,খিদমাহ হসপিটাল এর পাশে,হয়বত নগর","One room is available in the flat house., Pleasant environment., Location. Next to Khidmah Hospital.",0,https://www.thetolet.com/en/kishoreganj/kishoreganj-sadar/6755/bachelor-house-tolet-from-october,Rent,Bachelor House Tolet From October ,1,1,0,,,,,,Apartment,Residential,,,,,"Kishoreganj Sadar,Kishoreganj,Kishoreganj Sadar,Kishoreganj,খিদমাহ হসপিটাল এর পাশে,হয়বত নগর"
"Jamalpur Sadar,Jamalpur,Jamalpur Sadar,Jamalpur,মুক্তি টাওয়ার ৬ তলা,আমলাপাড়া","House for rent, 3 bathrooms, 3 bedrooms, drawing room, dining room, kitchen, 2 balconies, Mukti Tower 6th floor, Amlapara, Jamalpur, 2 elevators, good security system.",0,https://www.thetolet.com/en/jamalpur/jamalpur-sadar/6756/family-house-tolet-from-october,Rent,Family House Tolet From October ,3,3,0,,,,,,Apartment,Residential,,,,,"Jamalpur Sadar,Jamalpur,Jamalpur Sadar,Jamalpur,মুক্তি টাওয়ার ৬ তলা,আমলাপাড়া"
"Jamalpur Sadar,Jamalpur,Jamalpur Sadar,Jamalpur,ব্যাংক কলোনী,নিউ কলেজ রোড","Only students/students/employees, two bedroom one dining room two bathroom two balcony house will be rented.(ground floor), one room can be rented in special case. , with on line gas, electricity, water facilities., Bank Colony, New College Road Jamalpur.",0,https://www.thetolet.com/en/jamalpur/jamalpur-sadar/6758/bachelor-house-tolet-from-october,Rent,Bachelor House Tolet From October ,2,2,0,,,,,,Apartment,Residential,,,,,"Jamalpur Sadar,Jamalpur,Jamalpur Sadar,Jamalpur,ব্যাংক কলোনী,নিউ কলেজ রোড"
"Manikganj Sadar,Manikganj,Manikganj Sadar,Manikganj,গংগাধরপট্টি","Fully tiled open plan, two large rooms, a large balcony, kitchen 5th floor house for rent, Gangadharpatti. Family / Student",0,https://www.thetolet.com/en/manikganj/manikganj-sadar/6759/bachelor-house-tolet-from-october,Rent,Bachelor House Tolet From October ,1,2,0,,,,,,Apartment,Residential,,,,,"Manikganj Sadar,Manikganj,Manikganj Sadar,Manikganj,গংগাধরপট্টি"
"Netrakona Sadar Upazilla,Netrokona,Netrakona Sadar Upazilla,Netrokona,নাগড়া প্রাইমারি স্কুল রোড","House for rent, 1 and 2 rooms available??, Flat house for rent, Address: Nagra Primary School Road, Nekona",0,https://www.thetolet.com/en/netrokona/netrakona-sadar-upazilla/6760/family-house-tolet-from-october,Rent,Family House Tolet From October ,1,2,0,,,,,,Apartment,Residential,,,,,"Netrakona Sadar Upazilla,Netrokona,Netrakona Sadar Upazilla,Netrokona,নাগড়া প্রাইমারি স্কুল রোড"
